fo250210_testNoCapa De-Embedded l1=5.0
Frequency GHz, DB[S11]
8.889,-2.76891e-006
8.89,-2.7664e-006
8.891,-2.7639e-006
8.892,-2.76141e-006
8.893,-2.75893e-006
8.894,-2.75646e-006
8.895,-2.75399e-006
8.896,-2.75153e-006
8.897,-2.74908e-006
8.898,-2.74664e-006
8.899,-2.74421e-006
8.9,-2.74179e-006
8.901,-2.73937e-006
8.902,-2.73696e-006
8.903,-2.73456e-006
8.904,-2.73217e-006
8.905,-2.72979e-006
8.906,-2.72741e-006
8.907,-2.72504e-006
8.908,-2.72268e-006
8.909,-2.72033e-006
8.91,-2.71799e-006
8.911,-2.71565e-006
8.912,-2.71332e-006
8.913,-2.71099e-006
8.914,-2.70868e-006
8.915,-2.70637e-006
8.916,-2.70407e-006
8.917,-2.70178e-006
8.918,-2.69949e-006
8.919,-2.69721e-006
8.92,-2.69494e-006
8.921,-2.69267e-006
8.922,-2.69042e-006
8.923,-2.68816e-006
8.924,-2.68592e-006
8.925,-2.68368e-006
8.926,-2.68145e-006
8.927,-2.67923e-006
8.928,-2.67701e-006
8.929,-2.6748e-006
8.93,-2.6726e-006
8.931,-2.6704e-006
8.932,-2.66821e-006
8.933,-2.66603e-006
8.934,-2.66385e-006
8.935,-2.66168e-006
8.936,-2.65952e-006
8.937,-2.65736e-006
8.938,-2.65521e-006
8.939,-2.65306e-006
8.94,-2.65092e-006
8.941,-2.64879e-006
8.942,-2.64666e-006
8.943,-2.64454e-006
8.944,-2.64243e-006
8.945,-2.64032e-006
8.946,-2.63822e-006
8.947,-2.63612e-006
8.948,-2.63403e-006
8.949,-2.63194e-006
8.95,-2.62986e-006
8.951,-2.62779e-006
8.952,-2.62572e-006
8.953,-2.62366e-006
8.954,-2.6216e-006
8.955,-2.61955e-006
8.956,-2.61751e-006
8.957,-2.61547e-006
8.958,-2.61343e-006
8.959,-2.61141e-006
8.96,-2.60938e-006
8.961,-2.60736e-006
8.962,-2.60535e-006
8.963,-2.60334e-006
8.964,-2.60134e-006
8.965,-2.59935e-006
8.966,-2.59735e-006
8.967,-2.59537e-006
8.968,-2.59339e-006
8.969,-2.59141e-006
8.97,-2.58944e-006
8.971,-2.58747e-006
8.972,-2.58551e-006
8.973,-2.58355e-006
8.974,-2.5816e-006
8.975,-2.57966e-006
8.976,-2.57771e-006
8.977,-2.57578e-006
8.978,-2.57384e-006
8.979,-2.57192e-006
8.98,-2.56999e-006
8.981,-2.56808e-006
8.982,-2.56616e-006
8.983,-2.56425e-006
8.984,-2.56235e-006
8.985,-2.56045e-006
8.986,-2.55855e-006
8.987,-2.55666e-006
8.988,-2.55477e-006
8.989,-2.55289e-006
8.99,-2.55101e-006
8.991,-2.54914e-006
8.992,-2.54727e-006
8.993,-2.54541e-006
8.994,-2.54355e-006
8.995,-2.54169e-006
8.996,-2.53984e-006
8.997,-2.53799e-006
8.998,-2.53614e-006
8.999,-2.5343e-006
9,-2.53247e-006
9.001,-2.53063e-006
9.002,-2.52881e-006
9.003,-2.52698e-006
9.004,-2.52516e-006
9.005,-2.52334e-006
9.006,-2.52153e-006
9.007,-2.51972e-006
9.008,-2.51792e-006
9.009,-2.51611e-006
9.01,-2.51432e-006
9.011,-2.51252e-006
9.012,-2.51073e-006
9.013,-2.50895e-006
9.014,-2.50716e-006
9.015,-2.50538e-006
9.016,-2.50361e-006
9.017,-2.50183e-006
9.018,-2.50006e-006
9.019,-2.4983e-006
9.02,-2.49654e-006
9.021,-2.49478e-006
9.022,-2.49302e-006
9.023,-2.49127e-006
9.024,-2.48952e-006
9.025,-2.48777e-006
9.026,-2.48603e-006
9.027,-2.48429e-006
9.028,-2.48256e-006
9.029,-2.48082e-006
9.03,-2.47909e-006
9.031,-2.47737e-006
9.032,-2.47564e-006
9.033,-2.47392e-006
9.034,-2.4722e-006
9.035,-2.47049e-006
9.036,-2.46878e-006
9.037,-2.46707e-006
9.038,-2.46536e-006
9.039,-2.46366e-006
9.04,-2.46196e-006
9.041,-2.46027e-006
9.042,-2.45857e-006
9.043,-2.45688e-006
9.044,-2.45519e-006
9.045,-2.4535e-006
9.046,-2.45182e-006
9.047,-2.45014e-006
9.048,-2.44846e-006
9.049,-2.44679e-006
9.05,-2.44512e-006
9.051,-2.44345e-006
9.052,-2.44178e-006
9.053,-2.44011e-006
9.054,-2.43845e-006
9.055,-2.43679e-006
9.056,-2.43513e-006
9.057,-2.43348e-006
9.058,-2.43183e-006
9.059,-2.43018e-006
9.06,-2.42853e-006
9.061,-2.42688e-006
9.062,-2.42524e-006
9.063,-2.4236e-006
9.064,-2.42196e-006
9.065,-2.42032e-006
9.066,-2.41869e-006
9.067,-2.41706e-006
9.068,-2.41543e-006
9.069,-2.4138e-006
9.07,-2.41217e-006
9.071,-2.41055e-006
9.072,-2.40893e-006
9.073,-2.40731e-006
9.074,-2.40569e-006
9.075,-2.40408e-006
9.076,-2.40246e-006
9.077,-2.40085e-006
9.078,-2.39924e-006
9.079,-2.39764e-006
9.08,-2.39603e-006
9.081,-2.39443e-006
9.082,-2.39282e-006
9.083,-2.39123e-006
9.084,-2.38963e-006
9.085,-2.38803e-006
9.086,-2.38644e-006
9.087,-2.38484e-006
9.088,-2.38325e-006
9.089,-2.38166e-006
9.09,-2.38008e-006
9.091,-2.37849e-006
9.092,-2.3769e-006
9.093,-2.37532e-006
9.094,-2.37374e-006
9.095,-2.37216e-006
9.096,-2.37058e-006
9.097,-2.36901e-006
9.098,-2.36743e-006
9.099,-2.36586e-006
9.1,-2.36429e-006
9.101,-2.36272e-006
9.102,-2.36115e-006
9.103,-2.35958e-006
9.104,-2.35801e-006
9.105,-2.35645e-006
9.106,-2.35488e-006
9.107,-2.35332e-006
9.108,-2.35176e-006
9.109,-2.3502e-006
9.11,-2.34864e-006
9.111,-2.34709e-006
9.112,-2.34553e-006
9.113,-2.34398e-006
9.114,-2.34242e-006
9.115,-2.34087e-006
9.116,-2.33932e-006
9.117,-2.33777e-006
9.118,-2.33622e-006
9.119,-2.33467e-006
9.12,-2.33313e-006
9.121,-2.33158e-006
9.122,-2.33003e-006
9.123,-2.32849e-006
9.124,-2.32695e-006
9.125,-2.32541e-006
9.126,-2.32387e-006
9.127,-2.32233e-006
9.128,-2.32079e-006
9.129,-2.31925e-006
9.13,-2.31771e-006
9.131,-2.31618e-006
9.132,-2.31464e-006
9.133,-2.31311e-006
9.134,-2.31157e-006
9.135,-2.31004e-006
9.136,-2.30851e-006
9.137,-2.30698e-006
9.138,-2.30545e-006
9.139,-2.30392e-006
9.14,-2.30239e-006
9.141,-2.30086e-006
9.142,-2.29933e-006
9.143,-2.29781e-006
9.144,-2.29628e-006
9.145,-2.29475e-006
9.146,-2.29323e-006
9.147,-2.2917e-006
9.148,-2.29018e-006
9.149,-2.28866e-006
9.15,-2.28713e-006
9.151,-2.28561e-006
9.152,-2.28409e-006
9.153,-2.28257e-006
9.154,-2.28105e-006
9.155,-2.27953e-006
9.156,-2.278e-006
9.157,-2.27649e-006
9.158,-2.27497e-006
9.159,-2.27345e-006
9.16,-2.27193e-006
9.161,-2.27041e-006
9.162,-2.26889e-006
9.163,-2.26737e-006
9.164,-2.26586e-006
9.165,-2.26434e-006
9.166,-2.26282e-006
9.167,-2.26131e-006
9.168,-2.25979e-006
9.169,-2.25827e-006
9.17,-2.25676e-006
9.171,-2.25524e-006
9.172,-2.25373e-006
9.173,-2.25221e-006
9.174,-2.2507e-006
9.175,-2.24918e-006
9.176,-2.24767e-006
9.177,-2.24615e-006
9.178,-2.24464e-006
9.179,-2.24312e-006
9.18,-2.24161e-006
9.181,-2.24009e-006
9.182,-2.23858e-006
9.183,-2.23706e-006
9.184,-2.23555e-006
9.185,-2.23403e-006
9.186,-2.23252e-006
9.187,-2.231e-006
9.188,-2.22949e-006
9.189,-2.22797e-006
9.19,-2.22646e-006
9.191,-2.22494e-006
9.192,-2.22343e-006
9.193,-2.22191e-006
9.194,-2.2204e-006
9.195,-2.21888e-006
9.196,-2.21736e-006
9.197,-2.21585e-006
9.198,-2.21433e-006
9.199,-2.21281e-006
9.2,-2.2113e-006
9.201,-2.20978e-006
9.202,-2.20826e-006
9.203,-2.20674e-006
9.204,-2.20522e-006
9.205,-2.2037e-006
9.206,-2.20219e-006
9.207,-2.20067e-006
9.208,-2.19915e-006
9.209,-2.19763e-006
9.21,-2.19611e-006
9.211,-2.19458e-006
9.212,-2.19306e-006
9.213,-2.19154e-006
9.214,-2.19002e-006
9.215,-2.18849e-006
9.216,-2.18697e-006
9.217,-2.18545e-006
9.218,-2.18392e-006
9.219,-2.1824e-006
9.22,-2.18087e-006
9.221,-2.17935e-006
9.222,-2.17782e-006
9.223,-2.17629e-006
9.224,-2.17476e-006
9.225,-2.17324e-006
9.226,-2.17171e-006
9.227,-2.17018e-006
9.228,-2.16865e-006
9.229,-2.16711e-006
9.23,-2.16558e-006
9.231,-2.16405e-006
9.232,-2.16252e-006
9.233,-2.16098e-006
9.234,-2.15945e-006
9.235,-2.15791e-006
9.236,-2.15638e-006
9.237,-2.15484e-006
9.238,-2.1533e-006
9.239,-2.15176e-006
9.24,-2.15022e-006
9.241,-2.14868e-006
9.242,-2.14714e-006
9.243,-2.1456e-006
9.244,-2.14405e-006
9.245,-2.14251e-006
9.246,-2.14097e-006
9.247,-2.13942e-006
9.248,-2.13787e-006
9.249,-2.13633e-006
9.25,-2.13478e-006
9.251,-2.13323e-006
9.252,-2.13168e-006
9.253,-2.13013e-006
9.254,-2.12857e-006
9.255,-2.12702e-006
9.256,-2.12547e-006
9.257,-2.12391e-006
9.258,-2.12235e-006
9.259,-2.12079e-006
9.26,-2.11924e-006
9.261,-2.11768e-006
9.262,-2.11611e-006
9.263,-2.11455e-006
9.264,-2.11299e-006
9.265,-2.11142e-006
9.266,-2.10986e-006
9.267,-2.10829e-006
9.268,-2.10672e-006
9.269,-2.10515e-006
9.27,-2.10358e-006
9.271,-2.10201e-006
9.272,-2.10044e-006
9.273,-2.09887e-006
9.274,-2.09729e-006
9.275,-2.09571e-006
9.276,-2.09414e-006
9.277,-2.09256e-006
9.278,-2.09098e-006
9.279,-2.08939e-006
9.28,-2.08781e-006
9.281,-2.08623e-006
9.282,-2.08464e-006
9.283,-2.08305e-006
9.284,-2.08146e-006
9.285,-2.07987e-006
9.286,-2.07828e-006
9.287,-2.07669e-006
9.288,-2.0751e-006
9.289,-2.0735e-006
9.29,-2.0719e-006
9.291,-2.0703e-006
9.292,-2.0687e-006
9.293,-2.0671e-006
9.294,-2.0655e-006
9.295,-2.06389e-006
9.296,-2.06229e-006
9.297,-2.06068e-006
9.298,-2.05907e-006
9.299,-2.05746e-006
9.3,-2.05585e-006
9.301,-2.05423e-006
9.302,-2.05262e-006
9.303,-2.051e-006
9.304,-2.04938e-006
9.305,-2.04776e-006
9.306,-2.04614e-006
9.307,-2.04452e-006
9.308,-2.04289e-006
9.309,-2.04126e-006
9.31,-2.03963e-006
9.311,-2.038e-006
9.312,-2.03637e-006
9.313,-2.03474e-006
9.314,-2.0331e-006
9.315,-2.03146e-006
9.316,-2.02983e-006
9.317,-2.02819e-006
9.318,-2.02654e-006
9.319,-2.0249e-006
9.32,-2.02325e-006
9.321,-2.0216e-006
9.322,-2.01995e-006
9.323,-2.0183e-006
9.324,-2.01665e-006
9.325,-2.01499e-006
9.326,-2.01334e-006
9.327,-2.01168e-006
9.328,-2.01002e-006
9.329,-2.00835e-006
9.33,-2.00669e-006
9.331,-2.00502e-006
9.332,-2.00335e-006
9.333,-2.00168e-006
9.334,-2.00001e-006
9.335,-1.99833e-006
9.336,-1.99666e-006
9.337,-1.99498e-006
9.338,-1.9933e-006
9.339,-1.99162e-006
9.34,-1.98993e-006
9.341,-1.98825e-006
9.342,-1.98656e-006
9.343,-1.98487e-006
9.344,-1.98317e-006
9.345,-1.98148e-006
9.346,-1.97978e-006
9.347,-1.97808e-006
9.348,-1.97638e-006
9.349,-1.97468e-006
9.35,-1.97297e-006
9.351,-1.97127e-006
9.352,-1.96956e-006
9.353,-1.96785e-006
9.354,-1.96613e-006
9.355,-1.96442e-006
9.356,-1.9627e-006
9.357,-1.96098e-006
9.358,-1.95926e-006
9.359,-1.95753e-006
9.36,-1.9558e-006
9.361,-1.95407e-006
9.362,-1.95234e-006
9.363,-1.95061e-006
9.364,-1.94887e-006
9.365,-1.94713e-006
9.366,-1.94539e-006
9.367,-1.94365e-006
9.368,-1.94191e-006
9.369,-1.94016e-006
9.37,-1.93841e-006
9.371,-1.93666e-006
9.372,-1.9349e-006
9.373,-1.93314e-006
9.374,-1.93139e-006
9.375,-1.92962e-006
9.376,-1.92786e-006
9.377,-1.92609e-006
9.378,-1.92432e-006
9.379,-1.92255e-006
9.38,-1.92078e-006
9.381,-1.919e-006
9.382,-1.91722e-006
9.383,-1.91544e-006
9.384,-1.91366e-006
9.385,-1.91187e-006
9.386,-1.91009e-006
9.387,-1.90829e-006
9.388,-1.9065e-006
9.389,-1.90471e-006
9.39,-1.90291e-006
9.391,-1.90111e-006
9.392,-1.8993e-006
9.393,-1.8975e-006
9.394,-1.89569e-006
9.395,-1.89388e-006
9.396,-1.89206e-006
9.397,-1.89025e-006
9.398,-1.88843e-006
9.399,-1.8866e-006
9.4,-1.88478e-006
9.401,-1.88295e-006
9.402,-1.88112e-006
9.403,-1.87929e-006
9.404,-1.87746e-006
9.405,-1.87562e-006
9.406,-1.87378e-006
9.407,-1.87193e-006
9.408,-1.87009e-006
9.409,-1.86824e-006
9.41,-1.86639e-006
9.411,-1.86454e-006
9.412,-1.86268e-006
9.413,-1.86082e-006
9.414,-1.85896e-006
9.415,-1.85709e-006
9.416,-1.85522e-006
9.417,-1.85335e-006
9.418,-1.85148e-006
9.419,-1.8496e-006
9.42,-1.84773e-006
9.421,-1.84584e-006
9.422,-1.84396e-006
9.423,-1.84207e-006
9.424,-1.84018e-006
9.425,-1.83829e-006
9.426,-1.83639e-006
9.427,-1.83449e-006
9.428,-1.83259e-006
9.429,-1.83069e-006
9.43,-1.82878e-006
9.431,-1.82687e-006
9.432,-1.82495e-006
9.433,-1.82304e-006
9.434,-1.82112e-006
9.435,-1.8192e-006
9.436,-1.81727e-006
9.437,-1.81534e-006
9.438,-1.81341e-006
9.439,-1.81148e-006
9.44,-1.80954e-006
9.441,-1.8076e-006
9.442,-1.80566e-006
9.443,-1.80371e-006
9.444,-1.80176e-006
9.445,-1.79981e-006
9.446,-1.79785e-006
9.447,-1.79589e-006
9.448,-1.79393e-006
9.449,-1.79197e-006
9.45,-1.79e-006
9.451,-1.78803e-006
9.452,-1.78605e-006
9.453,-1.78408e-006
9.454,-1.7821e-006
9.455,-1.78011e-006
9.456,-1.77813e-006
9.457,-1.77614e-006
9.458,-1.77414e-006
9.459,-1.77215e-006
9.46,-1.77015e-006
9.461,-1.76814e-006
9.462,-1.76614e-006
9.463,-1.76413e-006
9.464,-1.76212e-006
9.465,-1.7601e-006
9.466,-1.75808e-006
9.467,-1.75606e-006
9.468,-1.75404e-006
9.469,-1.75201e-006
9.47,-1.74998e-006
9.471,-1.74794e-006
9.472,-1.7459e-006
9.473,-1.74386e-006
9.474,-1.74182e-006
9.475,-1.73977e-006
9.476,-1.73772e-006
9.477,-1.73566e-006
9.478,-1.7336e-006
9.479,-1.73154e-006
9.48,-1.72948e-006
9.481,-1.72741e-006
9.482,-1.72534e-006
9.483,-1.72326e-006
9.484,-1.72118e-006
9.485,-1.7191e-006
9.486,-1.71701e-006
9.487,-1.71493e-006
9.488,-1.71283e-006
9.489,-1.71074e-006
9.49,-1.70864e-006
9.491,-1.70654e-006
9.492,-1.70443e-006
9.493,-1.70232e-006
9.494,-1.70021e-006
9.495,-1.69809e-006
9.496,-1.69597e-006
9.497,-1.69385e-006
9.498,-1.69172e-006
9.499,-1.68959e-006
9.5,-1.68745e-006
9.501,-1.68532e-006
9.502,-1.68318e-006
9.503,-1.68103e-006
9.504,-1.67888e-006
9.505,-1.67673e-006
9.506,-1.67457e-006
9.507,-1.67241e-006
9.508,-1.67025e-006
9.509,-1.66809e-006
9.51,-1.66592e-006
9.511,-1.66374e-006
9.512,-1.66156e-006
9.513,-1.65938e-006
9.514,-1.6572e-006
9.515,-1.65501e-006
9.516,-1.65282e-006
9.517,-1.65062e-006
9.518,-1.64842e-006
9.519,-1.64622e-006
9.52,-1.64401e-006
9.521,-1.6418e-006
9.522,-1.63959e-006
9.523,-1.63737e-006
9.524,-1.63515e-006
9.525,-1.63292e-006
9.526,-1.63069e-006
9.527,-1.62846e-006
9.528,-1.62622e-006
9.529,-1.62398e-006
9.53,-1.62174e-006
9.531,-1.61949e-006
9.532,-1.61724e-006
9.533,-1.61498e-006
9.534,-1.61272e-006
9.535,-1.61046e-006
9.536,-1.60819e-006
9.537,-1.60592e-006
9.538,-1.60364e-006
9.539,-1.60136e-006
9.54,-1.59908e-006
9.541,-1.59679e-006
9.542,-1.5945e-006
9.543,-1.59221e-006
9.544,-1.58991e-006
9.545,-1.58761e-006
9.546,-1.5853e-006
9.547,-1.58299e-006
9.548,-1.58068e-006
9.549,-1.57836e-006
9.55,-1.57604e-006
9.551,-1.57371e-006
9.552,-1.57138e-006
9.553,-1.56905e-006
9.554,-1.56671e-006
9.555,-1.56436e-006
9.556,-1.56202e-006
9.557,-1.55967e-006
9.558,-1.55731e-006
9.559,-1.55496e-006
9.56,-1.55259e-006
9.561,-1.55023e-006
9.562,-1.54786e-006
9.563,-1.54548e-006
9.564,-1.5431e-006
9.565,-1.54072e-006
9.566,-1.53833e-006
9.567,-1.53594e-006
9.568,-1.53355e-006
9.569,-1.53115e-006
9.57,-1.52874e-006
9.571,-1.52634e-006
9.572,-1.52393e-006
9.573,-1.52151e-006
9.574,-1.51909e-006
9.575,-1.51667e-006
9.576,-1.51424e-006
9.577,-1.51181e-006
9.578,-1.50937e-006
9.579,-1.50693e-006
9.58,-1.50448e-006
9.581,-1.50203e-006
9.582,-1.49958e-006
9.583,-1.49712e-006
9.584,-1.49466e-006
9.585,-1.49219e-006
9.586,-1.48972e-006
9.587,-1.48725e-006
9.588,-1.48477e-006
9.589,-1.48229e-006
9.59,-1.4798e-006
9.591,-1.47731e-006
9.592,-1.47481e-006
9.593,-1.47231e-006
9.594,-1.4698e-006
9.595,-1.46729e-006
9.596,-1.46478e-006
9.597,-1.46226e-006
9.598,-1.45974e-006
9.599,-1.45721e-006
9.6,-1.45468e-006
9.601,-1.45215e-006
9.602,-1.44961e-006
9.603,-1.44706e-006
9.604,-1.44451e-006
9.605,-1.44196e-006
9.606,-1.4394e-006
9.607,-1.43684e-006
9.608,-1.43428e-006
9.609,-1.43171e-006
9.61,-1.42913e-006
9.611,-1.42655e-006
9.612,-1.42397e-006
9.613,-1.42138e-006
9.614,-1.41878e-006
9.615,-1.41619e-006
9.616,-1.41358e-006
9.617,-1.41098e-006
9.618,-1.40837e-006
9.619,-1.40575e-006
9.62,-1.40313e-006
9.621,-1.40051e-006
9.622,-1.39788e-006
9.623,-1.39524e-006
9.624,-1.3926e-006
9.625,-1.38996e-006
9.626,-1.38731e-006
9.627,-1.38466e-006
9.628,-1.382e-006
9.629,-1.37934e-006
9.63,-1.37668e-006
9.631,-1.37401e-006
9.632,-1.37133e-006
9.633,-1.36865e-006
9.634,-1.36597e-006
9.635,-1.36328e-006
9.636,-1.36058e-006
9.637,-1.35788e-006
9.638,-1.35518e-006
9.639,-1.35247e-006
9.64,-1.34976e-006
9.641,-1.34704e-006
9.642,-1.34432e-006
9.643,-1.34159e-006
9.644,-1.33886e-006
9.645,-1.33613e-006
9.646,-1.33338e-006
9.647,-1.33064e-006
9.648,-1.32789e-006
9.649,-1.32513e-006
9.65,-1.32237e-006
9.651,-1.31961e-006
9.652,-1.31684e-006
9.653,-1.31406e-006
9.654,-1.31128e-006
9.655,-1.3085e-006
9.656,-1.30571e-006
9.657,-1.30292e-006
9.658,-1.30012e-006
9.659,-1.29732e-006
9.66,-1.29451e-006
9.661,-1.29169e-006
9.662,-1.28888e-006
9.663,-1.28605e-006
9.664,-1.28323e-006
9.665,-1.28039e-006
9.666,-1.27756e-006
9.667,-1.27471e-006
9.668,-1.27187e-006
9.669,-1.26901e-006
9.67,-1.26616e-006
9.671,-1.26329e-006
9.672,-1.26043e-006
9.673,-1.25756e-006
9.674,-1.25468e-006
9.675,-1.2518e-006
9.676,-1.24891e-006
9.677,-1.24602e-006
9.678,-1.24312e-006
9.679,-1.24022e-006
9.68,-1.23731e-006
9.681,-1.2344e-006
9.682,-1.23148e-006
9.683,-1.22856e-006
9.684,-1.22563e-006
9.685,-1.2227e-006
9.686,-1.21977e-006
9.687,-1.21682e-006
9.688,-1.21388e-006
9.689,-1.21092e-006
9.69,-1.20797e-006
9.691,-1.205e-006
9.692,-1.20204e-006
9.693,-1.19906e-006
9.694,-1.19609e-006
9.695,-1.1931e-006
9.696,-1.19011e-006
9.697,-1.18712e-006
9.698,-1.18412e-006
9.699,-1.18112e-006
9.7,-1.17811e-006
9.701,-1.1751e-006
9.702,-1.17208e-006
9.703,-1.16905e-006
9.704,-1.16602e-006
9.705,-1.16299e-006
9.706,-1.15995e-006
9.707,-1.1569e-006
9.708,-1.15385e-006
9.709,-1.1508e-006
9.71,-1.14774e-006
9.711,-1.14467e-006
9.712,-1.1416e-006
9.713,-1.13852e-006
9.714,-1.13544e-006
9.715,-1.13235e-006
9.716,-1.12926e-006
9.717,-1.12616e-006
9.718,-1.12306e-006
9.719,-1.11995e-006
9.72,-1.11684e-006
9.721,-1.11372e-006
9.722,-1.1106e-006
9.723,-1.10747e-006
9.724,-1.10433e-006
9.725,-1.10119e-006
9.726,-1.09805e-006
9.727,-1.09489e-006
9.728,-1.09174e-006
9.729,-1.08858e-006
9.73,-1.08541e-006
9.731,-1.08224e-006
9.732,-1.07906e-006
9.733,-1.07588e-006
9.734,-1.07269e-006
9.735,-1.06949e-006
9.736,-1.06629e-006
9.737,-1.06309e-006
9.738,-1.05988e-006
9.739,-1.05666e-006
9.74,-1.05344e-006
9.741,-1.05021e-006
9.742,-1.04698e-006
9.743,-1.04374e-006
9.744,-1.0405e-006
9.745,-1.03725e-006
9.746,-1.03399e-006
9.747,-1.03073e-006
9.748,-1.02747e-006
9.749,-1.0242e-006
9.75,-1.02092e-006
9.751,-1.01764e-006
9.752,-1.01435e-006
9.753,-1.01106e-006
9.754,-1.00776e-006
9.755,-1.00445e-006
9.756,-1.00114e-006
9.757,-9.97827e-007
9.758,-9.94505e-007
9.759,-9.91178e-007
9.76,-9.87846e-007
9.761,-9.84507e-007
9.762,-9.81163e-007
9.763,-9.77814e-007
9.764,-9.74459e-007
9.765,-9.71098e-007
9.766,-9.67731e-007
9.767,-9.64359e-007
9.768,-9.60981e-007
9.769,-9.57598e-007
9.77,-9.54208e-007
9.771,-9.50813e-007
9.772,-9.47412e-007
9.773,-9.44006e-007
9.774,-9.40594e-007
9.775,-9.37176e-007
9.776,-9.33752e-007
9.777,-9.30323e-007
9.778,-9.26888e-007
9.779,-9.23447e-007
9.78,-9.2e-007
9.781,-9.16547e-007
9.782,-9.13089e-007
9.783,-9.09625e-007
9.784,-9.06155e-007
9.785,-9.02679e-007
9.786,-8.99198e-007
9.787,-8.9571e-007
9.788,-8.92217e-007
9.789,-8.88718e-007
9.79,-8.85213e-007
9.791,-8.81702e-007
9.792,-8.78186e-007
9.793,-8.74663e-007
9.794,-8.71135e-007
9.795,-8.676e-007
9.796,-8.6406e-007
9.797,-8.60514e-007
9.798,-8.56962e-007
9.799,-8.53404e-007
9.8,-8.4984e-007
9.801,-8.4627e-007
9.802,-8.42694e-007
9.803,-8.39113e-007
9.804,-8.35525e-007
9.805,-8.31931e-007
9.806,-8.28332e-007
9.807,-8.24726e-007
9.808,-8.21115e-007
9.809,-8.17497e-007
9.81,-8.13873e-007
9.811,-8.10244e-007
9.812,-8.06608e-007
9.813,-8.02966e-007
9.814,-7.99319e-007
9.815,-7.95665e-007
9.816,-7.92005e-007
9.817,-7.88339e-007
9.818,-7.84667e-007
9.819,-7.80989e-007
9.82,-7.77305e-007
9.821,-7.73615e-007
9.822,-7.69919e-007
9.823,-7.66217e-007
9.824,-7.62508e-007
9.825,-7.58793e-007
9.826,-7.55073e-007
9.827,-7.51346e-007
9.828,-7.47613e-007
9.829,-7.43874e-007
9.83,-7.40128e-007
9.831,-7.36377e-007
9.832,-7.32619e-007
9.833,-7.28855e-007
9.834,-7.25085e-007
9.835,-7.21309e-007
9.836,-7.17527e-007
9.837,-7.13738e-007
9.838,-7.09943e-007
9.839,-7.06142e-007
9.84,-7.02335e-007
9.841,-6.98521e-007
9.842,-6.94702e-007
9.843,-6.90876e-007
9.844,-6.87043e-007
9.845,-6.83205e-007
9.846,-6.7936e-007
9.847,-6.75509e-007
9.848,-6.71651e-007
9.849,-6.67787e-007
9.85,-6.63917e-007
9.851,-6.60041e-007
9.852,-6.56158e-007
9.853,-6.52269e-007
9.854,-6.48374e-007
9.855,-6.44472e-007
9.856,-6.40564e-007
9.857,-6.3665e-007
9.858,-6.32729e-007
9.859,-6.28802e-007
9.86,-6.24868e-007
9.861,-6.20928e-007
9.862,-6.16982e-007
9.863,-6.13029e-007
9.864,-6.0907e-007
9.865,-6.05104e-007
9.866,-6.01132e-007
9.867,-5.97154e-007
9.868,-5.93169e-007
9.869,-5.89178e-007
9.87,-5.8518e-007
9.871,-5.81175e-007
9.872,-5.77165e-007
9.873,-5.73147e-007
9.874,-5.69124e-007
9.875,-5.65093e-007
9.876,-5.61057e-007
9.877,-5.57013e-007
9.878,-5.52964e-007
9.879,-5.48907e-007
9.88,-5.44844e-007
9.881,-5.40775e-007
9.882,-5.36699e-007
9.883,-5.32617e-007
9.884,-5.28527e-007
9.885,-5.24432e-007
9.886,-5.2033e-007
9.887,-5.16221e-007
9.888,-5.12105e-007
9.889,-5.07983e-007
9.89,-5.03855e-007
9.891,-4.99719e-007
9.892,-4.95578e-007
9.893,-4.91429e-007
9.894,-4.87274e-007
9.895,-4.83112e-007
9.896,-4.78944e-007
9.897,-4.74768e-007
9.898,-4.70587e-007
9.899,-4.66398e-007
9.9,-4.62203e-007
9.901,-4.58001e-007
9.902,-4.53793e-007
9.903,-4.49577e-007
9.904,-4.45355e-007
9.905,-4.41127e-007
9.906,-4.36891e-007
9.907,-4.32649e-007
9.908,-4.284e-007
9.909,-4.24144e-007
9.91,-4.19882e-007
9.911,-4.15612e-007
9.912,-4.11336e-007
9.913,-4.07054e-007
9.914,-4.02764e-007
9.915,-3.98468e-007
9.916,-3.94164e-007
9.917,-3.89854e-007
9.918,-3.85537e-007
9.919,-3.81214e-007
9.92,-3.76883e-007
9.921,-3.72546e-007
9.922,-3.68202e-007
9.923,-3.6385e-007
9.924,-3.59493e-007
9.925,-3.55128e-007
9.926,-3.50756e-007
9.927,-3.46377e-007
9.928,-3.41992e-007
9.929,-3.37599e-007
9.93,-3.332e-007
9.931,-3.28794e-007
9.932,-3.2438e-007
9.933,-3.1996e-007
9.934,-3.15533e-007
9.935,-3.11099e-007
9.936,-3.06658e-007
9.937,-3.0221e-007
9.938,-2.97755e-007
9.939,-2.93293e-007
9.94,-2.88824e-007
9.941,-2.84348e-007
9.942,-2.79866e-007
9.943,-2.75376e-007
9.944,-2.70879e-007
9.945,-2.66375e-007
9.946,-2.61864e-007
9.947,-2.57345e-007
9.948,-2.5282e-007
9.949,-2.48288e-007
9.95,-2.43749e-007
9.951,-2.39203e-007
9.952,-2.34649e-007
9.953,-2.30089e-007
9.954,-2.25521e-007
9.955,-2.20946e-007
9.956,-2.16364e-007
9.957,-2.11775e-007
9.958,-2.07179e-007
9.959,-2.02576e-007
9.96,-1.97966e-007
9.961,-1.93348e-007
9.962,-1.88724e-007
9.963,-1.84092e-007
